Year,Month,Day,File_Name,Subject,Non-RCV Result
2004,February,24,Ireland-seanad-minutes-2004February24-p7.html,24/Feb/2004 Civil Registration Bill 2003 [D&aacute;il]: Report and Final Stages.,Question put and agreed to.
2004,February,24,Ireland-seanad-minutes-2004February24-p8.html,24/Feb/2004 Equality Bill 2004: Report and Final Stages.,Amendment agreed to.
2004,February,24,Ireland-seanad-minutes-2004February24-p8.html,24/Feb/2004 Equality Bill 2004: Report and Final Stages.,Amendment agreed to.
2004,February,24,Ireland-seanad-minutes-2004February24-p8.html,24/Feb/2004 Equality Bill 2004: Report and Final Stages.,Amendment agreed to.
2004,February,24,Ireland-seanad-minutes-2004February24-p8.html,24/Feb/2004 Equality Bill 2004: Report and Final Stages.,Acting Chairman:Is that agreed? Agreed.
2004,February,24,Ireland-seanad-minutes-2004February24-p8.html,24/Feb/2004 Equality Bill 2004: Report and Final Stages.,Amendment agreed to.
2004,February,24,Ireland-seanad-minutes-2004February24-p8.html,24/Feb/2004 Equality Bill 2004: Report and Final Stages.,Question put and agreed to.
2004,February,24,Ireland-seanad-minutes-2004February24-p9.html,24/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Order for Second Stage.,Question put and agreed to.
2004,February,25,Ireland-seanad-minutes-2004February25-p10.html,25/Feb/2004 European Parliament Elections (Amendment) Bill 2003: Report and Final Stages.,Amendment put and declared lost.
2004,February,25,Ireland-seanad-minutes-2004February25-p10.html,25/Feb/2004 European Parliament Elections (Amendment) Bill 2003: Report and Final Stages.,"Question, That the words proposed to be deleted stand, put and declared carried."
2004,February,25,Ireland-seanad-minutes-2004February25-p10.html,25/Feb/2004 European Parliament Elections (Amendment) Bill 2003: Report and Final Stages.,Amendment declared lost.
2004,February,25,Ireland-seanad-minutes-2004February25-p10.html,25/Feb/2004 European Parliament Elections (Amendment) Bill 2003: Report and Final Stages.,Question put and agreed to.
2004,February,25,Ireland-seanad-minutes-2004February25-p11.html,25/Feb/2004 European Parliament Elections (Amendment) Bill 2003: Motion for Earlier Signature.,An Cathaoirleach:Is the motion agreed?
2004,February,25,Ireland-seanad-minutes-2004February25-p11.html,25/Feb/2004 European Parliament Elections (Amendment) Bill 2003: Motion for Earlier Signature.,Question put and agreed to.
2004,February,25,Ireland-seanad-minutes-2004February25-p4.html,25/Feb/2004 Order of Business.,Order of Business agreed to.
2004,February,25,Ireland-seanad-minutes-2004February25-p5.html,25/Feb/2004 Industrial Relations (Miscellaneous Provisions) Bill 2003: Second Stage.,Question put and agreed to.
2004,February,25,Ireland-seanad-minutes-2004February25-p6.html,25/Feb/2004 Competition Authority Report: Statements.,Acting Chairman (Mr. U. Burke):Is that agreed? Agreed.
2004,February,25,Ireland-seanad-minutes-2004February25-p6.html,25/Feb/2004 Competition Authority Report: Statements.,Acting Chairman:Is that agreed? Agreed.
2004,February,25,Ireland-seanad-minutes-2004February25-p7.html,25/Feb/2004 Dormant Accounts: Motion.,Acting Chairman (Mr. Cummins):Is that agreed? Agreed.
2004,February,25,Ireland-seanad-minutes-2004February25-p7.html,25/Feb/2004 Dormant Accounts: Motion.,Acting Chairman:Is the amendment agreed?
2004,February,25,Ireland-seanad-minutes-2004February25-p7.html,25/Feb/2004 Dormant Accounts: Motion.,"[1200]Question put: That the motion, as amended, be agreed to."
2004,February,25,Ireland-seanad-minutes-2004February25-p9.html,25/Feb/2004 Civil Registration Bill 2003: Motion for Earlier Signature.,An Cathaoirleach:I am putting the question that the motion be agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p10.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,Question put and agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p10.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,Question put and agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p10.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,Question put and agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p10.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,Question put and agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p10.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,Section 14 agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p10.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,Question put and agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p10.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,Section 16 agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p10.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,Schedule 1 agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p10.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,Amendment agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p10.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,Amendment agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p10.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,"Schedule 2, as amended, agreed to."
2004,February,26,Ireland-seanad-minutes-2004February26-p10.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,Title agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p11.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Report and Final Stages.,Acting Chairman:Is it agreed that I can make those typographical corrections to the Bill? Agreed.
2004,February,26,Ireland-seanad-minutes-2004February26-p11.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Report and Final Stages.,Question put and declared carried.
2004,February,26,Ireland-seanad-minutes-2004February26-p5.html,26/Feb/2004 Order of Business.,Order of Business agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p6.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage.,Amendment agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p6.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage.,Amendment agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p6.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage.,Amendment agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p6.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage.,Question put and agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p6.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage.,"Question, That the words proposed to be deleted stand, put and declared carried."
2004,February,26,Ireland-seanad-minutes-2004February26-p6.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage.,Amendment declared lost.
2004,February,26,Ireland-seanad-minutes-2004February26-p6.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage.,[1253]Amendment declared lost.
2004,February,26,Ireland-seanad-minutes-2004February26-p8.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,Question put and agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p8.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,Question put and agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p8.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,[1271]Question put and agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p8.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,Amendment agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p8.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,Amendment agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p8.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,"Section 5, as amended, agreed to."
2004,February,26,Ireland-seanad-minutes-2004February26-p8.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,Question put and agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p8.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,Section 7 agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p8.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,Question put and agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p8.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,Section 9 agreed to.
2004,February,26,Ireland-seanad-minutes-2004February26-p8.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,Acting Chairman (Dr. Henry):Is that agreed? Agreed.
2004,February,26,Ireland-seanad-minutes-2004February26-p8.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,[1285]Amendment declared lost.
2004,February,26,Ireland-seanad-minutes-2004February26-p8.html,26/Feb/2004 Public Service Superannuation (Miscellaneous Provisions) Bill 2004: Committee Stage (Resumed).,[1285]Amendment declared lost.
2004,February,26,Ireland-seanad-minutes-2004February26-p9.html,26/Feb/2004 Business of Seanad.,An Cathaoirleach:Is that agreed? Agreed.
