Year,Month,Day,Vote #,Subject,Result,Ta/Nil,Tally,Legislator1,Legislator2,Legislator3,Legislator4,Legislator5,Legislator6,Legislator7,Legislator8,Legislator9,Legislator10,Legislator11,Legislator12,Legislator13,Legislator14,Legislator15,Legislator16,Legislator17,Legislator18,Legislator19,Legislator20,Legislator21,Legislator22,Legislator23,Legislator24,Legislator25,Legislator26,Legislator27,Legislator28,Legislator29,Legislator30,Legislator31,Legislator32,Legislator33,Legislator34,Legislator35,Legislator36,Legislator37,Legislator38,Legislator39,Legislator40,Legislator41,Legislator42,Legislator43,Legislator44,Legislator45,Legislator46,Legislator47,Legislator48,Legislator49,Legislator50,Legislator51,Legislator52,Legislator53,Legislator54
2014,January,28,0,28/Jan/2014 Order of Business (Continued),Amendment declared lost.,TA,13,SeanDBarrett,ThomasByrne,JohnCrown,DavidCullinane,MarcMacSharry,MichaelMullins,TrevorOClochartaigh,DennisODonovan,NedOSullivan,AverilPower,FergalQuinn,KathrynReilly,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,January,28,0,28/Jan/2014 Order of Business (Continued),Amendment declared lost.,NIL,23,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,MichaelWDArcy,AideenHayden,ImeldaHenry,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,MarieMoloney,MichaelMullins,HildegardeNaughton,CatherineNoone,MarieLouiseODonnell,SusanOKeeffe,PatONeill,JillianVanTurnhout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,January,29,0,29/Jan/2014 Seanad Reform: Motion (Continued),Amendment declared carried.,TA,26,IvanaBacik,TerryBrennan,ColmBurke,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,MichaelWDArcy,JohnGilroy,AideenHayden,ImeldaHenry,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,MarieMoloney,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,MarieLouiseODonnell,SusanOKeeffe,PatONeill,TomSheahan,JohnWhelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,January,29,0,29/Jan/2014 Seanad Reform: Motion (Continued),Amendment declared carried.,NIL,19,SeanDBarrett,PaulBradford,ThomasByrne,JohnCrown,DavidCullinane,MarkDaly,FidelmaHealyEames,MarcMacSharry,PaschalMooney,TrevorOClochartaigh,LabhrasOMurchu,MaryAnnOBrien,NedOSullivan,AverilPower,FergalQuinn,KathrynReilly,JillianVanTurnhout,JimWalsh,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,January,29,1,29/Jan/2014 Seanad Reform: Motion (Continued),Question declared carried.,TA,26,IvanaBacik,TerryBrennan,ColmBurke,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,MichaelWDArcy,JohnGilroy,AideenHayden,ImeldaHenry,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,MarieMoloney,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,MarieLouiseODonnell,SusanOKeeffe,PatONeill,TomSheahan,JohnWhelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,January,29,1,29/Jan/2014 Seanad Reform: Motion (Continued),Question declared carried.,NIL,19,SeanDBarrett,PaulBradford,ThomasByrne,JohnCrown,DavidCullinane,MarkDaly,FidelmaHealyEames,MarcMacSharry,PaschalMooney,TrevorOClochartaigh,LabhrasOMurchu,MaryAnnOBrien,NedOSullivan,AverilPower,FergalQuinn,KathrynReilly,JillianVanTurnhout,JimWalsh,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,January,29,2,29/Jan/2014 Order of Business (Continued),Amendment declared lost.,TA,13,ThomasByrne,JohnCrown,MarkDaly,MarcMacSharry,PaschalMooney,RonanMullen,TrevorOClochartaigh,LabhrasOMurchu,NedOSullivan,KathrynReilly,JimWalsh,MaryMWhite,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,January,29,2,29/Jan/2014 Order of Business (Continued),Amendment declared lost.,NIL,24,IvanaBacik,TerryBrennan,ColmBurke,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,MichaelWDArcy,JohnGilroy,AideenHayden,ImeldaHenry,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,MarieMoloney,MichaelMullins,HildegardeNaughton,CatherineNoone,SusanOKeeffe,PatONeill,TomSheahan,JillianVanTurnhout,JohnWhelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,1,0,01/Jul/2014 Housing (Miscellaneous Provisions) Bill 2014: Second Stage (Continued),Question declared carried.,TA,28,IvanaBacik,SeanDBarrett,PaulBradford,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,JimDarcy,JohnGilroy,FidelmaHealyEames,ImeldaHenry,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,MarieMoloney,MaryMoran,TonyMulcahy,RonanMullen,HildegardeNaughton,CatherineNoone,MarieLouiseODonnell,SusanOKeeffe,PatONeill,FergalQuinn,TomSheahan,JillianVanTurnhout,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,1,0,01/Jul/2014 Housing (Miscellaneous Provisions) Bill 2014: Second Stage (Continued),Question declared carried.,NIL,10,ThomasByrne,JohnCrown,DavidCullinane,MarkDaly,JamesHeffernan,FiachMacConghail,TrevorOClochartaigh,LabhrasOMurchu,KathrynReilly,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,2,0,02/Jul/2014 Social Welfare and Pensions Bill 2014: Committee Stage (Continued),Question declared carried.,TA,27,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,JimDarcy,JohnGilroy,ImeldaHenry,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,MarieMoloney,MaryMoran,TonyMulcahy,HildegardeNaughton,CatherineNoone,MaryAnnOBrien,MarieLouiseODonnell,SusanOKeeffe,PatONeill,TomSheahan,JillianVanTurnhout,JohnWhelan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,2,0,02/Jul/2014 Social Welfare and Pensions Bill 2014: Committee Stage (Continued),Question declared carried.,NIL,15,SeanDBarrett,JohnCrown,DavidCullinane,MarkDaly,JamesHeffernan,TerryLeyden,MarcMacSharry,PaschalMooney,RonanMullen,DarraghOBrien,TrevorOClochartaigh,BrianODomhnaill,LabhrasOMurchu,FergalQuinn,KathrynReilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,2,1,02/Jul/2014 Social Welfare and Pensions Bill 2014: Committee Stage (Continued),Question declared carried.,TA,28,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,JimDarcy,JohnGilroy,ImeldaHenry,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,MarieMoloney,MaryMoran,TonyMulcahy,HildegardeNaughton,CatherineNoone,MaryAnnOBrien,MarieLouiseODonnell,SusanOKeeffe,PatONeill,FergalQuinn,TomSheahan,JillianVanTurnhout,JohnWhelan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,2,1,02/Jul/2014 Social Welfare and Pensions Bill 2014: Committee Stage (Continued),Question declared carried.,NIL,13,SeanDBarrett,ThomasByrne,JohnCrown,DavidCullinane,MarkDaly,JamesHeffernan,TerryLeyden,PaschalMooney,DarraghOBrien,TrevorOClochartaigh,BrianODomhnaill,LabhrasOMurchu,KathrynReilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,2,2,02/Jul/2014 Suicide Prevention and Mental Health Fund Bill 2014: Second Stage (Continued),Amendment declared lost.,TA,16,SeanDBarrett,ThomasByrne,JohnCrown,MarkDaly,FidelmaHealyEames,JamesHeffernan,TerryLeyden,MarcMacSharry,PaschalMooney,RonanMullen,DarraghOBrien,MaryAnnOBrien,BrianODomhnaill,LabhrasOMurchu,JillianVanTurnhout,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,2,2,02/Jul/2014 Suicide Prevention and Mental Health Fund Bill 2014: Second Stage (Continued),Amendment declared lost.,NIL,24,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,JimDarcy,MichaelWDArcy,JohnGilroy,ImeldaHenry,LorraineHiggins,CaitKeane,DenisLandy,MarieMoloney,MaryMoran,TonyMulcahy,HildegardeNaughton,CatherineNoone,MarieLouiseODonnell,SusanOKeeffe,PatONeill,TrevorOClochartaigh,KathrynReilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,3,0,03/Jul/2014 Prelude,Amendment declared lost.,TA,15,SeanDBarrett,PaulBradford,ThomasByrne,JohnCrown,MarkDaly,FidelmaHealyEames,JamesHeffernan,TerryLeyden,MarcMacSharry,PaschalMooney,RonanMullen,TrevorOClochartaigh,BrianODomhnaill,DarraghOBrien,DennisODonovan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,3,0,03/Jul/2014 Prelude,Amendment declared lost.,NIL,21,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,JohnGilroy,ImeldaHenry,CaitKeane,JohnKelly,MarieMoloney,MaryMoran,TonyMulcahy,HildegardeNaughton,CatherineNoone,SusanOKeeffe,PatONeill,TomSheahan,JohnWhelan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,3,1,03/Jul/2014 Prelude,Question declared carried.,TA,24,IvanaBacik,SeanDBarrett,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,JohnCrown,JohnGilroy,ImeldaHenry,CaitKeane,DenisLandy,MarieMoloney,MaryMoran,RonanMullen,HildegardeNaughton,CatherineNoone,MaryAnnOBrien,MarieLouiseODonnell,PatONeill,TomSheahan,JohnWhelan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,3,1,03/Jul/2014 Prelude,Question declared carried.,NIL,8,ThomasByrne,MarkDaly,TerryLeyden,MarcMacSharry,PaschalMooney,TrevorOClochartaigh,DarraghOBrien,KathrynReilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,8,0,08/Jul/2014 Prelude,Amendment declared lost.,TA,21,SeanDBarrett,ThomasByrne,MarkDaly,JamesHeffernan,TerryLeyden,FiachMacConghail,PaschalMooney,RonanMullen,LabhrasOMurchu,DarraghOBrien,MaryAnnOBrien,MarieLouiseODonnell,DennisODonovan,NedOSullivan,AverilPower,FergalQuinn,KathrynReilly,JillianVanTurnhout,JimWalsh,MaryMWhite,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,8,0,08/Jul/2014 Prelude,Amendment declared lost.,NIL,25,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,ImeldaHenry,CaitKeane,JohnKelly,DenisLandy,MarieMoloney,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,SusanOKeeffe,PatONeill,TomSheahan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,8,1,08/Jul/2014 Prelude,Amendment declared lost.,TA,16,SeanDBarrett,ThomasByrne,DavidCullinane,MarkDaly,FidelmaHealyEames,TerryLeyden,PaschalMooney,DarraghOBrien,DennisODonovan,NedOSullivan,LabhrasOMurchu,AverilPower,FergalQuinn,KathrynReilly,JimWalsh,MaryMWhite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,8,1,08/Jul/2014 Prelude,Amendment declared lost.,NIL,32,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,JamesHeffernan,ImeldaHenry,CaitKeane,JohnKelly,DenisLandy,FiachMacConghail,MarieMoloney,MaryMoran,TonyMulcahy,RonanMullen,MichaelMullins,HildegardeNaughton,CatherineNoone,MaryAnnOBrien,MarieLouiseODonnell,SusanOKeeffe,PatONeill,TomSheahan,JillianVanTurnhout,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,
2014,July,8,2,08/Jul/2014 Prelude,Question declared carried.,TA,32,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,JamesHeffernan,ImeldaHenry,CaitKeane,JohnKelly,DenisLandy,FiachMacConghail,MarieMoloney,MaryMoran,TonyMulcahy,RonanMullen,MichaelMullins,HildegardeNaughton,CatherineNoone,MaryAnnOBrien,MarieLouiseODonnell,SusanOKeeffe,PatONeill,TomSheahan,JillianVanTurnhout,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,
2014,July,8,2,08/Jul/2014 Prelude,Question declared carried.,NIL,16,SeanDBarrett,ThomasByrne,DavidCullinane,MarkDaly,FidelmaHealyEames,TerryLeyden,PaschalMooney,DarraghOBrien,DennisODonovan,NedOSullivan,LabhrasOMurchu,AverilPower,FergalQuinn,KathrynReilly,JimWalsh,MaryMWhite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,8,3,08/Jul/2014 Prelude,Question declared carried.,TA,26,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,FidelmaHealyEames,JamesHeffernan,ImeldaHenry,JohnKelly,DenisLandy,MarieMoloney,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,SusanOKeeffe,PatONeill,TomSheahan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,8,3,08/Jul/2014 Prelude,Question declared carried.,NIL,7,ThomasByrne,MarkDaly,PaschalMooney,DennisODonovan,NedOSullivan,KathrynReilly,JimWalsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,8,4,08/Jul/2014 Prelude,Amendment declared lost.,TA,7,ThomasByrne,MarkDaly,PaschalMooney,RonanMullen,DennisODonovan,NedOSullivan,JimWalsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,8,4,08/Jul/2014 Prelude,Amendment declared lost.,NIL,26,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,JamesHeffernan,ImeldaHenry,CaitKeane,JohnKelly,DenisLandy,MarieMoloney,MaryMoran,TonyMulcahy,MichaelMullins,CatherineNoone,MaryAnnOBrien,SusanOKeeffe,PatONeill,KathrynReilly,JillianVanTurnhout,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,9,0,09/Jul/2014 Prelude,Amendment declared lost.,TA,22,SeanDBarrett,PaulBradford,ThomasByrne,JohnCrown,DavidCullinane,MarkDaly,JamesHeffernan,TerryLeyden,MarcMacSharry,PaschalMooney,RonanMullen,TrevorOClochartaigh,LabhrasOMurchu,DarraghOBrien,DennisODonovan,NedOSullivan,AverilPower,FergalQuinn,KathrynReilly,JimWalsh,MaryMWhite,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,9,0,09/Jul/2014 Prelude,Amendment declared lost.,NIL,26,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,ImeldaHenry,LorraineHiggins,JohnKelly,MarieMoloney,MaryMoran,TonyMulcahy,MichaelMullins,CatherineNoone,SusanOKeeffe,PatONeill,TomSheahan,JillianVanTurnhout,JohnWhelan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,9,1,09/Jul/2014 Prelude,Question declared carried.,TA,25,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,ImeldaHenry,LorraineHiggins,CaitKeane,JohnKelly,MaryMoran,TonyMulcahy,MichaelMullins,CatherineNoone,SusanOKeeffe,PatONeill,TomSheahan,JohnWhelan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,9,1,09/Jul/2014 Prelude,Question declared carried.,NIL,21,SeanDBarrett,ThomasByrne,JohnCrown,DavidCullinane,MarkDaly,JamesHeffernan,TerryLeyden,MarcMacSharry,PaschalMooney,RonanMullen,DarraghOBrien,DennisODonovan,NedOSullivan,TrevorOClochartaigh,LabhrasOMurchu,AverilPower,FergalQuinn,KathrynReilly,JimWalsh,MaryMWhite,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,9,2,09/Jul/2014 Prelude,Question declared carried.,TA,25,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,ImeldaHenry,LorraineHiggins,CaitKeane,JohnKelly,MaryMoran,TonyMulcahy,MichaelMullins,CatherineNoone,SusanOKeeffe,PatONeill,TomSheahan,JohnWhelan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,9,2,09/Jul/2014 Prelude,Question declared carried.,NIL,21,SeanDBarrett,ThomasByrne,JohnCrown,DavidCullinane,MarkDaly,JamesHeffernan,TerryLeyden,MarcMacSharry,PaschalMooney,RonanMullen,DarraghOBrien,DennisODonovan,NedOSullivan,TrevorOClochartaigh,LabhrasOMurchu,AverilPower,FergalQuinn,KathrynReilly,JimWalsh,MaryMWhite,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,9,3,09/Jul/2014 Prelude,Question declared carried.,TA,28,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,ImeldaHenry,LorraineHiggins,CaitKeane,JohnKelly,MarieMoloney,MaryMoran,TonyMulcahy,MichaelMullins,CatherineNoone,SusanOKeeffe,PatONeill,FergalQuinn,TomSheahan,JillianVanTurnhout,JohnWhelan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,9,3,09/Jul/2014 Prelude,Question declared carried.,NIL,20,SeanDBarrett,ThomasByrne,JohnCrown,DavidCullinane,FidelmaHealyEames,JamesHeffernan,TerryLeyden,MarcMacSharry,PaschalMooney,RonanMullen,DarraghOBrien,DennisODonovan,NedOSullivan,TrevorOClochartaigh,LabhrasOMurchu,AverilPower,KathrynReilly,JimWalsh,MaryMWhite,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,9,4,09/Jul/2014 Prelude,Amendment declared carried.,TA,27,SeanDBarrett,PaulBradford,ThomasByrne,JohnCrown,DavidCullinane,MarkDaly,FidelmaHealyEames,JamesHeffernan,TerryLeyden,FiachMacConghail,PaschalMooney,RonanMullen,DarraghOBrien,MaryAnnOBrien,MarieLouiseODonnell,DennisODonovan,NedOSullivan,TrevorOClochartaigh,LabhrasOMurchu,AverilPower,FergalQuinn,KathrynReilly,JillianVanTurnhout,JimWalsh,MaryMWhite,DiarmuidWilson,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,9,4,09/Jul/2014 Prelude,Amendment declared carried.,NIL,26,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,ImeldaHenry,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,MarieMoloney,MaryMoran,TonyMulcahy,MichaelMullins,CatherineNoone,SusanOKeeffe,PatONeill,TomSheahan,JohnWhelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,9,5,09/Jul/2014 Prelude,Amendment declared lost.,TA,5,SeanDBarrett,JohnCrown,DavidCullinane,TrevorOClochartaigh,KathrynReilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,9,5,09/Jul/2014 Prelude,Amendment declared lost.,NIL,44,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,MarkDaly,JohnGilroy,AideenHayden,FidelmaHealyEames,JamesHeffernan,ImeldaHenry,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,TerryLeyden,MarcMacSharry,MarieMoloney,PaschalMooney,MaryMoran,TonyMulcahy,RonanMullen,MichaelMullins,HildegardeNaughton,CatherineNoone,LabhrasOMurchu,DarraghOBrien,MaryAnnOBrien,MarieLouiseODonnell,DennisODonovan,SusanOKeeffe,PatONeill,NedOSullivan,TomSheahan,JillianVanTurnhout,JimWalsh,JohnWhelan,MaryMWhite,DiarmuidWilson,,,,,,,,,,
2014,July,9,6,09/Jul/2014 Prelude,Question declared carried.,TA,34,IvanaBacik,SeanDBarrett,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,JohnCrown,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,FidelmaHealyEames,JamesHeffernan,ImeldaHenry,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,MarieMoloney,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,MaryAnnOBrien,MarieLouiseODonnell,SusanOKeeffe,PatONeill,TomSheahan,JillianVanTurnhout,JohnWhelan,,,,,,,,,,,,,,,,,,,,
2014,July,9,6,09/Jul/2014 Prelude,Question declared carried.,NIL,15,DavidCullinane,MarkDaly,TerryLeyden,MarcMacSharry,PaschalMooney,RonanMullen,DarraghOBrien,DennisODonovan,NedOSullivan,TrevorOClochartaigh,LabhrasOMurchu,KathrynReilly,JimWalsh,MaryMWhite,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,10,0,10/Jul/2014 Prelude,Amendment declared lost.,TA,15,SeanDBarrett,ThomasByrne,JohnCrown,DavidCullinane,MarkDaly,FidelmaHealyEames,TerryLeyden,PaschalMooney,RonanMullen,LabhrasOMurchu,DarraghOBrien,AverilPower,FergalQuinn,JimWalsh,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,10,0,10/Jul/2014 Prelude,Amendment declared lost.,NIL,29,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,MichaelWDArcy,JohnGilroy,AideenHayden,ImeldaHenry,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,MarieMoloney,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,MaryAnnOBrien,SusanOKeeffe,PatONeill,TomSheahan,JillianVanTurnhout,JohnWhelan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,10,1,10/Jul/2014 Prelude,Question declared carried.,TA,32,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,JohnCrown,MauriceCummins,MichaelWDArcy,JohnGilroy,AideenHayden,FidelmaHealyEames,ImeldaHenry,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,MarieMoloney,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,MaryAnnOBrien,SusanOKeeffe,PatONeill,FergalQuinn,TomSheahan,JillianVanTurnhout,JohnWhelan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,
2014,July,10,1,10/Jul/2014 Prelude,Question declared carried.,NIL,12,SeanDBarrett,ThomasByrne,DavidCullinane,MarkDaly,TerryLeyden,PaschalMooney,RonanMullen,DarraghOBrien,LabhrasOMurchu,AverilPower,JimWalsh,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,10,2,10/Jul/2014 Prelude,Amendment declared lost.,TA,17,SeanDBarrett,ThomasByrne,JohnCrown,DavidCullinane,MarkDaly,JamesHeffernan,TerryLeyden,PaschalMooney,RonanMullen,DarraghOBrien,MaryAnnOBrien,LabhrasOMurchu,AverilPower,FergalQuinn,JimWalsh,DiarmuidWilson,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,10,2,10/Jul/2014 Prelude,Amendment declared lost.,NIL,25,IvanaBacik,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,MichaelWDArcy,JohnGilroy,AideenHayden,ImeldaHenry,CaitKeane,JohnKelly,DenisLandy,MarieMoloney,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,SusanOKeeffe,PatONeill,TomSheahan,JillianVanTurnhout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,10,3,10/Jul/2014 Prelude,Amendment declared lost.,TA,7,ThomasByrne,DavidCullinane,MarkDaly,TerryLeyden,DarraghOBrien,AverilPower,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,10,3,10/Jul/2014 Prelude,Amendment declared lost.,NIL,27,IvanaBacik,SeanDBarrett,TerryBrennan,ColmBurke,MartinConway,JohnCrown,MauriceCummins,JohnGilroy,AideenHayden,JamesHeffernan,ImeldaHenry,LorraineHiggins,CaitKeane,MarieMoloney,MaryMoran,TonyMulcahy,RonanMullen,MichaelMullins,HildegardeNaughton,CatherineNoone,MarieLouiseODonnell,SusanOKeeffe,PatONeill,FergalQuinn,TomSheahan,JillianVanTurnhout,JohnWhelan,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,10,4,10/Jul/2014 Prelude,Amendment declared lost.,TA,11,SeanDBarrett,ThomasByrne,JohnCrown,DavidCullinane,MarkDaly,JamesHeffernan,TerryLeyden,RonanMullen,DarraghOBrien,AverilPower,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,July,10,4,10/Jul/2014 Prelude,Amendment declared lost.,NIL,24,IvanaBacik,TerryBrennan,ColmBurke,PaulCoghlan,MartinConway,MauriceCummins,JohnGilroy,AideenHayden,ImeldaHenry,LorraineHiggins,CaitKeane,DenisLandy,MarieMoloney,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,MarieLouiseODonnell,SusanOKeeffe,PatONeill,FergalQuinn,TomSheahan,JillianVanTurnhout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
