Year,Month,Day,Vote #,Subject,Result,Ta/Nil,Tally,Legislator1,Legislator2,Legislator3,Legislator4,Legislator5,Legislator6,Legislator7,Legislator8,Legislator9,Legislator10,Legislator11,Legislator12,Legislator13,Legislator14,Legislator15,Legislator16,Legislator17,Legislator18,Legislator19,Legislator20,Legislator21,Legislator22,Legislator23,Legislator24,Legislator25,Legislator26,Legislator27,Legislator28,Legislator29,Legislator30,Legislator31,Legislator32,Legislator33,Legislator34,Legislator35,Legislator36,Legislator37,Legislator38,Legislator39,Legislator40,Legislator41,Legislator42,Legislator43,Legislator44,Legislator45,Legislator46,Legislator47,Legislator48,Legislator49,Legislator50,Legislator51,Legislator52,Legislator53,Legislator54
2013,December,3,3,03/Dec/2013 Social Welfare and Pensions (No. 2) Bill 2013: Report and Final Stages (Continued),Amendment declared lost.,TA,11,SeanDBarrett,ThomasByrne,PaschalMooney,RonanMullen,DavidNorris,BrianODomhnaill,LabhrasOMurchu,DarraghOBrien,NedOSullivan,JimWalsh,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,3,3,03/Dec/2013 Social Welfare and Pensions (No. 2) Bill 2013: Report and Final Stages (Continued),Amendment declared lost.,NIL,26,IvanaBacik,TerryBrennan,ColmBurke,DeirdreClune,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,ImeldaHenry,LorraineHiggins,CaitKeane,MarieMoloney,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,MarieLouiseODonnell,SusanOKeeffe,PatONeill,JillianVanTurnhout,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,3,4,03/Dec/2013 Social Welfare and Pensions (No. 2) Bill 2013: Report and Final Stages (Continued),Question declared carried.,TA,29,IvanaBacik,TerryBrennan,ColmBurke,DeirdreClune,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,DavidCullinane,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,ImeldaHenry,LorraineHiggins,CaitKeane,MarieMoloney,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,TrevorOClochartaigh,MarieLouiseODonnell,SusanOKeeffe,PatONeill,KathrynReilly,JillianVanTurnhout,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,3,4,03/Dec/2013 Social Welfare and Pensions (No. 2) Bill 2013: Report and Final Stages (Continued),Question declared carried.,NIL,11,SeanDBarrett,ThomasByrne,PaschalMooney,RonanMullen,DavidNorris,BrianODomhnaill,LabhrasOMurchu,DarraghOBrien,NedOSullivan,JimWalsh,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,4,0,04/Dec/2013 Water Services (No. 2) Bill 2013: Second Stage (Continued),Question declared carried.,TA,26,IvanaBacik,TerryBrennan,ColmBurke,DeirdreClune,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,JohnGilroy,AideenHayden,ImeldaHenry,LorraineHiggins,JohnKelly,DenisLandy,MaryMoran,MichaelMullins,HildegardeNaughton,CatherineNoone,MarieLouiseODonnell,SusanOKeeffe,PatONeill,TomSheahan,JillianVanTurnhout,JohnWhelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,4,0,04/Dec/2013 Water Services (No. 2) Bill 2013: Second Stage (Continued),Question declared carried.,NIL,15,SeanDBarrett,DavidCullinane,MarkDaly,TerryLeyden,MarcMacSharry,PaschalMooney,DavidNorris,DarraghOBrien,NedOSullivan,TrevorOClochartaigh,BrianODomhnaill,LabhrasOMurchu,AverilPower,KathrynReilly,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,5,0,05/Dec/2013 Child and Family Agency Bill 2013: Report Stage (Continued),Question declared carried.,TA,23,IvanaBacik,TerryBrennan,ColmBurke,DeirdreClune,EamonnCoghlan,MichaelComiskey,MartinConway,MauriceCummins,MichaelWDArcy,JohnGilroy,AideenHayden,JohnKelly,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,MarieLouiseODonnell,SusanOKeeffe,PatONeill,FergalQuinn,TomSheahan,JohnWhelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,5,0,05/Dec/2013 Child and Family Agency Bill 2013: Report Stage (Continued),Question declared carried.,NIL,12,ThomasByrne,JohnCrown,DavidCullinane,MarkDaly,TerryLeyden,MarcMacSharry,PaschalMooney,DarraghOBrien,BrianODomhnaill,LabhrasOMurchu,AverilPower,JillianVanTurnhout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,5,1,05/Dec/2013 Child and Family Agency Bill 2013: Report Stage (Continued),Question declared carried.,TA,22,IvanaBacik,TerryBrennan,ColmBurke,DeirdreClune,EamonnCoghlan,MichaelComiskey,MartinConway,MauriceCummins,MichaelWDArcy,JohnGilroy,AideenHayden,JohnKelly,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,MarieLouiseODonnell,SusanOKeeffe,PatONeill,TomSheahan,JohnWhelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,5,1,05/Dec/2013 Child and Family Agency Bill 2013: Report Stage (Continued),Question declared carried.,NIL,12,ThomasByrne,DavidCullinane,MarkDaly,TerryLeyden,MarcMacSharry,PaschalMooney,DarraghOBrien,BrianODomhnaill,LabhrasOMurchu,AverilPower,FergalQuinn,JillianVanTurnhout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,5,2,05/Dec/2013 Health (Alteration of Criteria for Eligibility) (No. 2) Bill: Second Stage (Continued),Question declared carried.,TA,24,IvanaBacik,SeanDBarrett,TerryBrennan,ColmBurke,DeirdreClune,EamonnCoghlan,MichaelComiskey,MartinConway,MauriceCummins,MichaelWDArcy,JohnGilroy,AideenHayden,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,MarieLouiseODonnell,SusanOKeeffe,PatONeill,FergalQuinn,TomSheahan,JillianVanTurnhout,JohnWhelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,5,2,05/Dec/2013 Health (Alteration of Criteria for Eligibility) (No. 2) Bill: Second Stage (Continued),Question declared carried.,NIL,10,ThomasByrne,DavidCullinane,JamesHeffernan,TerryLeyden,MarcMacSharry,PaschalMooney,DarraghOBrien,TrevorOClochartaigh,BrianODomhnaill,AverilPower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,5,3,05/Dec/2013 Order of Business (Continued),Amendment declared lost.,TA,15,SeanDBarrett,ThomasByrne,JohnCrown,DavidCullinane,MarkDaly,TerryLeyden,MarcMacSharry,PaschalMooney,DarraghOBrien,NedOSullivan,TrevorOClochartaigh,BrianODomhnaill,LabhrasOMurchu,FergalQuinn,JillianVanTurnhout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,5,3,05/Dec/2013 Order of Business (Continued),Amendment declared lost.,NIL,24,IvanaBacik,TerryBrennan,ColmBurke,DeirdreClune,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JohnGilroy,AideenHayden,ImeldaHenry,LorraineHiggins,DenisLandy,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,MarieLouiseODonnell,SusanOKeeffe,PatONeill,TomSheahan,JohnWhelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,5,4,05/Dec/2013 Order of Business (Continued),Question declared carried.,TA,26,IvanaBacik,TerryBrennan,ColmBurke,DeirdreClune,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,MichaelWDArcy,JohnGilroy,AideenHayden,ImeldaHenry,LorraineHiggins,DenisLandy,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,MarieLouiseODonnell,SusanOKeeffe,PatONeill,TomSheahan,JillianVanTurnhout,JohnWhelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,5,4,05/Dec/2013 Order of Business (Continued),Question declared carried.,NIL,14,SeanDBarrett,ThomasByrne,JohnCrown,DavidCullinane,MarkDaly,TerryLeyden,MarcMacSharry,PaschalMooney,DarraghOBrien,NedOSullivan,BrianODomhnaill,LabhrasOMurchu,AverilPower,FergalQuinn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,10,0,10/Dec/2013 Order of Business (Continued),Amendment declared lost.,TA,14,SeanDBarrett,DavidCullinane,TerryLeyden,MarcMacSharry,PaschalMooney,TrevorOClochartaigh,BrianODomhnaill,DarraghOBrien,DennisODonovan,NedOSullivan,AverilPower,FergalQuinn,KathrynReilly,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,10,0,10/Dec/2013 Order of Business (Continued),Amendment declared lost.,NIL,28,IvanaBacik,TerryBrennan,ColmBurke,DeirdreClune,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,FiachMacConghail,MaryMoran,MichaelMullins,HildegardeNaughton,CatherineNoone,MarieLouiseODonnell,SusanOKeeffe,TomSheahan,JillianVanTurnhout,JohnWhelan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,10,1,10/Dec/2013 Visit of Autonomous Ukrainian Region of Crimea Delegation,Amendment declared lost.,TA,16,SeanDBarrett,DavidCullinane,TerryLeyden,FiachMacConghail,MarcMacSharry,PaschalMooney,TrevorOClochartaigh,BrianODomhnaill,DarraghOBrien,DennisODonovan,NedOSullivan,AverilPower,FergalQuinn,KathrynReilly,DiarmuidWilson,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,10,1,10/Dec/2013 Visit of Autonomous Ukrainian Region of Crimea Delegation,Amendment declared lost.,NIL,27,IvanaBacik,TerryBrennan,ColmBurke,DeirdreClune,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,MaryMoran,MichaelMullins,HildegardeNaughton,CatherineNoone,MarieLouiseODonnell,SusanOKeeffe,PatONeill,TomSheahan,JillianVanTurnhout,JohnWhelan,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,10,2,10/Dec/2013 Water Services (No. 2) Bill 2013: Committee Stage (Continued),Question declared carried.,TA,28,IvanaBacik,TerryBrennan,ColmBurke,DeirdreClune,EamonnCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,FiachMacConghail,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,MarieLouiseODonnell,SusanOKeeffe,PatONeill,TomSheahan,JillianVanTurnhout,JohnWhelan,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,10,2,10/Dec/2013 Water Services (No. 2) Bill 2013: Committee Stage (Continued),Question declared carried.,NIL,14,SeanDBarrett,DavidCullinane,MarkDaly,TerryLeyden,MarcMacSharry,PaschalMooney,TrevorOClochartaigh,BrianODomhnaill,DennisODonovan,NedOSullivan,AverilPower,KathrynReilly,DiarmuidWilson,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,11,0,11/Dec/2013 Health (Alteration of Criteria for Eligibility) (No. 2) Bill 2013: Committee and Remaining Stages (Continued),Question declared carried.,TA,26,IvanaBacik,TerryBrennan,ColmBurke,DeirdreClune,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,FiachMacConghail,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,PatONeill,TomSheahan,JillianVanTurnhout,JohnWhelan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,11,0,11/Dec/2013 Health (Alteration of Criteria for Eligibility) (No. 2) Bill 2013: Committee and Remaining Stages (Continued),Question declared carried.,NIL,16,ThomasByrne,DavidCullinane,MarkDaly,TerryLeyden,MarcMacSharry,PaschalMooney,RonanMullen,TrevorOClochartaigh,BrianODomhnaill,LabhrasOMurchu,DarraghOBrien,DennisODonovan,NedOSullivan,AverilPower,FergalQuinn,KathrynReilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,11,1,11/Dec/2013 Health (Alteration of Criteria for Eligibility) (No. 2) Bill 2013: Committee and Remaining Stages (Continued),Question declared carried.,TA,26,IvanaBacik,TerryBrennan,ColmBurke,DeirdreClune,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,FiachMacConghail,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,PatONeill,TomSheahan,JillianVanTurnhout,JohnWhelan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,11,1,11/Dec/2013 Health (Alteration of Criteria for Eligibility) (No. 2) Bill 2013: Committee and Remaining Stages (Continued),Question declared carried.,NIL,16,ThomasByrne,DavidCullinane,MarkDaly,TerryLeyden,MarcMacSharry,PaschalMooney,RonanMullen,TrevorOClochartaigh,BrianODomhnaill,LabhrasOMurchu,DarraghOBrien,DennisODonovan,NedOSullivan,AverilPower,FergalQuinn,KathrynReilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,11,2,11/Dec/2013 Finance (No. 2) Bill 2013: Second Stage (Continued),Question declared carried.,TA,26,IvanaBacik,TerryBrennan,ColmBurke,DeirdreClune,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,MarieLouiseODonnell,SusanOKeeffe,PatONeill,TomSheahan,JillianVanTurnhout,JohnWhelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,11,2,11/Dec/2013 Finance (No. 2) Bill 2013: Second Stage (Continued),Question declared carried.,NIL,14,SeanDBarrett,ThomasByrne,DavidCullinane,TerryLeyden,MarcMacSharry,PaschalMooney,TrevorOClochartaigh,BrianODomhnaill,LabhrasOMurchu,DarraghOBrien,NedOSullivan,AverilPower,FergalQuinn,KathrynReilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,11,3,11/Dec/2013 Finance (No. 2) Bill 2013: Second Stage (Continued),Question declared carried.,TA,26,IvanaBacik,TerryBrennan,ColmBurke,DeirdreClune,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,MarieLouiseODonnell,SusanOKeeffe,PatONeill,TomSheahan,JillianVanTurnhout,JohnWhelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,11,3,11/Dec/2013 Finance (No. 2) Bill 2013: Second Stage (Continued),Question declared carried.,NIL,15,SeanDBarrett,ThomasByrne,DavidCullinane,TerryLeyden,MarcMacSharry,PaschalMooney,DarraghOBrien,DennisODonovan,NedOSullivan,TrevorOClochartaigh,BrianODomhnaill,LabhrasOMurchu,AverilPower,FergalQuinn,KathrynReilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,11,4,11/Dec/2013 Order of Business (Continued),Amendment declared lost.,TA,16,ThomasByrne,DavidCullinane,MarkDaly,TerryLeyden,MarcMacSharry,RonanMullen,DarraghOBrien,DennisODonovan,NedOSullivan,TrevorOClochartaigh,BrianODomhnaill,LabhrasOMurchu,AverilPower,FergalQuinn,KathrynReilly,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,11,4,11/Dec/2013 Order of Business (Continued),Amendment declared lost.,NIL,29,IvanaBacik,TerryBrennan,ColmBurke,DeirdreClune,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,MaryAnnOBrien,SusanOKeeffe,PatONeill,TomSheahan,JillianVanTurnhout,JohnWhelan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,12,0,12/Dec/2013 Finance (No. 2) Bill 2013: Committee Stage (Continued),Question declared carried.,TA,26,IvanaBacik,TerryBrennan,ColmBurke,DeirdreClune,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,SusanOKeeffe,PatONeill,TomSheahan,JillianVanTurnhout,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,12,0,12/Dec/2013 Finance (No. 2) Bill 2013: Committee Stage (Continued),Question declared carried.,NIL,17,SeanDBarrett,ThomasByrne,DavidCullinane,MarkDaly,TerryLeyden,MarcMacSharry,PaschalMooney,TrevorOClochartaigh,BrianODomhnaill,LabhrasOMurchu,DarraghOBrien,DennisODonovan,AverilPower,FergalQuinn,KathrynReilly,DiarmuidWilson,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,12,1,12/Dec/2013 Finance (No. 2) Bill 2013: Committee Stage (Continued),Recommendation declared lost.,TA,14,SeanDBarrett,ThomasByrne,DavidCullinane,TerryLeyden,MarcMacSharry,PaschalMooney,TrevorOClochartaigh,BrianODomhnaill,DarraghOBrien,DennisODonovan,AverilPower,KathrynReilly,JillianVanTurnhout,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,12,1,12/Dec/2013 Finance (No. 2) Bill 2013: Committee Stage (Continued),Recommendation declared lost.,NIL,26,IvanaBacik,TerryBrennan,ColmBurke,DeirdreClune,EamonnCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,FiachMacConghail,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,SusanOKeeffe,PatONeill,TomSheahan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,12,2,12/Dec/2013 Finance (No. 2) Bill 2013: Committee Stage (Continued),Recommendation declared lost.,TA,16,SeanDBarrett,ThomasByrne,DavidCullinane,MarkDaly,TerryLeyden,FiachMacConghail,MarcMacSharry,PaschalMooney,RonanMullen,TrevorOClochartaigh,BrianODomhnaill,DarraghOBrien,AverilPower,KathrynReilly,JillianVanTurnhout,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,12,2,12/Dec/2013 Finance (No. 2) Bill 2013: Committee Stage (Continued),Recommendation declared lost.,NIL,26,IvanaBacik,TerryBrennan,ColmBurke,DeirdreClune,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,SusanOKeeffe,PatONeill,TomSheahan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,12,3,12/Dec/2013 Finance (No. 2) Bill 2013: Committee Stage (Resumed) and Remaining Stages (Continued),Question declared carried.,TA,24,IvanaBacik,TerryBrennan,ColmBurke,DeirdreClune,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,PatONeill,TomSheahan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,12,3,12/Dec/2013 Finance (No. 2) Bill 2013: Committee Stage (Resumed) and Remaining Stages (Continued),Question declared carried.,NIL,17,SeanDBarrett,ThomasByrne,DavidCullinane,MarkDaly,TerryLeyden,MarcMacSharry,PaschalMooney,RonanMullen,DarraghOBrien,DennisODonovan,TrevorOClochartaigh,BrianODomhnaill,AverilPower,KathrynReilly,JillianVanTurnhout,DiarmuidWilson,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,12,4,12/Dec/2013 Finance (No. 2) Bill 2013: Committee Stage (Resumed) and Remaining Stages (Continued),Question declared carried.,TA,28,IvanaBacik,SeanDBarrett,TerryBrennan,ColmBurke,DeirdreClune,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,DavidCullinane,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,LorraineHiggins,JohnKelly,DenisLandy,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,PatONeill,TrevorOClochartaigh,KathrynReilly,TomSheahan,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,12,4,12/Dec/2013 Finance (No. 2) Bill 2013: Committee Stage (Resumed) and Remaining Stages (Continued),Question declared carried.,NIL,10,ThomasByrne,MarkDaly,TerryLeyden,MarcMacSharry,PaschalMooney,DarraghOBrien,DennisODonovan,LabhrasOMurchu,AverilPower,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,12,5,12/Dec/2013 Finance (No. 2) Bill 2013: Committee Stage (Resumed) and Remaining Stages (Continued),Question declared carried.,TA,24,IvanaBacik,TerryBrennan,ColmBurke,DeirdreClune,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,PatONeill,TomSheahan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,12,5,12/Dec/2013 Finance (No. 2) Bill 2013: Committee Stage (Resumed) and Remaining Stages (Continued),Question declared carried.,NIL,16,SeanDBarrett,ThomasByrne,DavidCullinane,MarkDaly,TerryLeyden,MarcMacSharry,PaschalMooney,DarraghOBrien,DennisODonovan,TrevorOClochartaigh,BrianODomhnaill,LabhrasOMurchu,AverilPower,KathrynReilly,DiarmuidWilson,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,12,6,12/Dec/2013 Water Services (No. 2) Bill 2013: Committee Stage (Resumed) (Continued),Amendment declared lost.,TA,15,SeanDBarrett,ThomasByrne,DavidCullinane,MarkDaly,MarcMacSharry,TrevorOClochartaigh,BrianODomhnaill,LabhrasOMurchu,DarraghOBrien,DennisODonovan,AverilPower,KathrynReilly,JillianVanTurnhout,DiarmuidWilson,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,12,6,12/Dec/2013 Water Services (No. 2) Bill 2013: Committee Stage (Resumed) (Continued),Amendment declared lost.,NIL,23,IvanaBacik,TerryBrennan,ColmBurke,DeirdreClune,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,LorraineHiggins,CaitKeane,DenisLandy,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,PatONeill,TomSheahan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,12,7,12/Dec/2013 Water Services (No. 2) Bill 2013: Committee Stage (Resumed) (Continued),Question declared carried.,TA,22,IvanaBacik,TerryBrennan,ColmBurke,DeirdreClune,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,LorraineHiggins,CaitKeane,DenisLandy,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,PatONeill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,12,7,12/Dec/2013 Water Services (No. 2) Bill 2013: Committee Stage (Resumed) (Continued),Question declared carried.,NIL,14,SeanDBarrett,ThomasByrne,DavidCullinane,MarkDaly,MarcMacSharry,DarraghOBrien,TrevorOClochartaigh,BrianODomhnaill,LabhrasOMurchu,AverilPower,KathrynReilly,JillianVanTurnhout,DiarmuidWilson,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,12,8,12/Dec/2013 Health Insurance (Amendment) Bill 2013: Second Stage (Continued),Question declared carried.,TA,22,TerryBrennan,ColmBurke,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,LorraineHiggins,CaitKeane,DenisLandy,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,TrevorOClochartaigh,SusanOKeeffe,PatONeill,JillianVanTurnhout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,12,8,12/Dec/2013 Health Insurance (Amendment) Bill 2013: Second Stage (Continued),Question declared carried.,NIL,9,SeanDBarrett,ThomasByrne,MarkDaly,MarcMacSharry,BrianODomhnaill,LabhrasOMurchu,DarraghOBrien,AverilPower,DiarmuidWilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,12,9,12/Dec/2013 Order of Business (Continued),Question declared carried.,TA,26,IvanaBacik,TerryBrennan,ColmBurke,DeirdreClune,EamonnCoghlan,PaulCoghlan,MichaelComiskey,MartinConway,MauriceCummins,JimDarcy,MichaelWDArcy,JohnGilroy,AideenHayden,LorraineHiggins,CaitKeane,JohnKelly,DenisLandy,MaryMoran,TonyMulcahy,MichaelMullins,HildegardeNaughton,CatherineNoone,SusanOKeeffe,PatONeill,TomSheahan,JohnWhelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,December,12,9,12/Dec/2013 Order of Business (Continued),Question declared carried.,NIL,19,SeanDBarrett,ThomasByrne,DavidCullinane,MarkDaly,TerryLeyden,MarcMacSharry,PaschalMooney,DarraghOBrien,DennisODonovan,NedOSullivan,TrevorOClochartaigh,BrianODomhnaill,LabhrasOMurchu,AverilPower,FergalQuinn,KathrynReilly,JillianVanTurnhout,DiarmuidWilson,KatherineZappone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
