Year,Month,Day,URL
1965,November,04,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1965110400001?opendocument
1965,November,10,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1965111000001?opendocument
1966,February,02,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966020200001?opendocument
1966,February,10,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966021000001?opendocument
1966,February,09,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966020900001?opendocument
1966,February,17,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966021700001?opendocument
1966,February,16,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966021600001?opendocument
1966,October,26,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966102600001?opendocument
1966,March,02,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966030200001?opendocument
1966,March,30,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966033000001?opendocument
1966,March,09,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966030900001?opendocument
1966,March,31,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966033100001?opendocument
1966,March,23,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966032300001?opendocument
1966,May,11,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966051100001?opendocument
1966,May,25,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966052500001?opendocument
1966,May,26,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966052600001?opendocument
1966,May,12,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966051200001?opendocument
1966,May,04,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966050400001?opendocument
1966,January,19,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966011900001?opendocument
1966,January,12,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966011200001?opendocument
1966,January,20,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966012000001?opendocument
1966,June,15,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966061500001?opendocument
1966,June,07,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966060700001?opendocument
1966,June,22,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966062200001?opendocument
1966,June,16,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966061600001?opendocument
1966,June,08,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966060800001?opendocument
1966,June,30,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966063000001?opendocument
1966,June,29,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966062900001?opendocument
1966,April,27,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966042700001?opendocument
1966,December,20,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966122000001?opendocument
1966,December,15,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966121500001?opendocument
1966,December,14,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966121400001?opendocument
1966,July,13,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966071300001?opendocument
1966,July,01,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966070100001?opendocument
1966,July,06,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966070600001?opendocument
1966,July,07,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966070700001?opendocument
1966,July,05,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966070500001?opendocument
1966,July,14,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966071400001?opendocument
1966,November,09,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1966110900001?opendocument
1967,February,02,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967020200001?opendocument
1967,February,01,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967020100001?opendocument
1967,February,15,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967021500001?opendocument
1967,February,22,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967022200001?opendocument
1967,February,08,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967020800001?opendocument
1967,February,09,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967020900001?opendocument
1967,March,08,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967030800001?opendocument
1967,March,01,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967030100001?opendocument
1967,March,15,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967031500001?opendocument
1967,August,02,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967080200001?opendocument
1967,August,03,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967080300001?opendocument
1967,August,01,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967080100001?opendocument
1967,August,09,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967080900001?opendocument
1967,August,04,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967080400001?opendocument
1967,May,03,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967050300001?opendocument
1967,May,10,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967051000001?opendocument
1967,January,18,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967011800001?opendocument
1967,January,25,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967012500001?opendocument
1967,June,07,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967060700001?opendocument
1967,June,21,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967062100001?opendocument
1967,June,14,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967061400001?opendocument
1967,April,12,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967041200001?opendocument
1967,April,05,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967040500001?opendocument
1967,December,13,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967121300001?opendocument
1967,December,06,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967120600001?opendocument
1967,December,07,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967120700001?opendocument
1967,December,14,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967121400001?opendocument
1967,July,19,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967071900001?opendocument
1967,July,26,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967072600001?opendocument
1967,July,27,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967072700001?opendocument
1967,July,06,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967070600001?opendocument
1967,July,05,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967070500001?opendocument
1967,November,30,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967113000001?opendocument
1967,November,15,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967111500001?opendocument
1967,November,29,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1967112900001?opendocument
1968,February,28,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968022800001?opendocument
1968,March,20,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968032000001?opendocument
1968,March,27,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968032700001?opendocument
1968,March,06,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968030600001?opendocument
1968,May,08,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968050800001?opendocument
1968,May,15,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968051500001?opendocument
1968,May,29,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968052900001?opendocument
1968,January,24,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968012400001?opendocument
1968,January,31,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968013100001?opendocument
1968,June,26,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968062600001?opendocument
1968,June,12,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968061200001?opendocument
1968,June,20,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968062000001?opendocument
1968,June,05,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968060500001?opendocument
1968,June,19,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968061900001?opendocument
1968,June,27,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968062700001?opendocument
1968,June,06,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968060600001?opendocument
1968,April,24,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968042400001?opendocument
1968,December,11,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968121100001?opendocument
1968,December,18,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968121800001?opendocument
1968,December,12,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968121200001?opendocument
1968,July,11,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968071100001?opendocument
1968,July,03,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968070300001?opendocument
1968,July,12,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968071200001?opendocument
1968,July,17,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968071700001?opendocument
1968,July,04,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968070400001?opendocument
1968,July,16,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968071600001?opendocument
1968,July,19,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968071900001?opendocument
1968,July,18,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968071800001?opendocument
1968,July,30,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968073000001?opendocument
1968,July,23,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968072300001?opendocument
1968,July,25,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968072500001?opendocument
1968,July,24,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968072400001?opendocument
1968,July,10,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1968071000001?opendocument
1969,March,19,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1969031900001?opendocument
1969,March,20,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1969032000001?opendocument
1969,March,26,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1969032600001?opendocument
1969,March,06,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1969030600001?opendocument
1969,March,05,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1969030500001?opendocument
1969,May,28,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1969052800001?opendocument
1969,May,14,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1969051400001?opendocument
1969,May,21,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1969052100001?opendocument
1969,January,15,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1969011500001?opendocument
1969,January,21,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1969012100001?opendocument
1969,April,23,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1969042300001?opendocument
1969,December,02,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1969120200001?opendocument
1969,December,03,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1969120300001?opendocument
1969,December,04,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1969120400001?opendocument
1969,December,17,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1969121700001?opendocument
1969,December,10,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1969121000001?opendocument
1969,December,18,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1969121800001?opendocument
1969,July,24,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1969072400001?opendocument
1969,July,09,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1969070900001?opendocument
1969,July,23,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1969072300001?opendocument
1969,November,12,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1969111200001?opendocument
1969,November,05,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1969110500001?opendocument
1970,February,10,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970021000001?opendocument
1970,February,04,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970020400001?opendocument
1970,March,19,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970031900001?opendocument
1970,May,20,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970052000001?opendocument
1970,May,27,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970052700001?opendocument
1970,May,06,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970050600001?opendocument
1970,January,28,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970012800001?opendocument
1970,January,15,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970011500001?opendocument
1970,January,14,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970011400001?opendocument
1970,January,29,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970012900001?opendocument
1970,June,11,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970061100001?opendocument
1970,June,03,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970060300001?opendocument
1970,June,04,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970060400001?opendocument
1970,June,17,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970061700001?opendocument
1970,June,10,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970061000001?opendocument
1970,June,24,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970062400001?opendocument
1970,April,29,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970042900001?opendocument
1970,December,18,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970121800001?opendocument
1970,December,15,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970121500001?opendocument
1970,December,17,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970121700001?opendocument
1970,December,16,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970121600001?opendocument
1970,July,24,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970072400001?opendocument
1970,July,22,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970072200001?opendocument
1970,July,23,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970072300001?opendocument
1970,July,08,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970070800001?opendocument
1970,July,30,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970073000001?opendocument
1970,July,28,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970072800001?opendocument
1970,July,29,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970072900001?opendocument
1970,July,31,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1970073100001?opendocument
1971,February,24,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971022400001?opendocument
1971,February,03,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971020300001?opendocument
1971,February,18,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971021800001?opendocument
1971,February,17,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971021700001?opendocument
1971,February,10,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971021000001?opendocument
1971,October,27,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971102700001?opendocument
1971,March,11,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971031100001?opendocument
1971,March,03,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971030300001?opendocument
1971,March,31,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971033100001?opendocument
1971,March,04,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971030400001?opendocument
1971,March,10,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971031000001?opendocument
1971,August,11,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971081100001?opendocument
1971,August,10,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971081000001?opendocument
1971,August,26,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971082600001?opendocument
1971,August,20,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971082000001?opendocument
1971,August,25,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971082500001?opendocument
1971,August,19,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971081900001?opendocument
1971,August,18,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971081800001?opendocument
1971,May,19,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971051900001?opendocument
1971,May,12,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971051200001?opendocument
1971,May,06,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971050600001?opendocument
1971,May,05,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971050500001?opendocument
1971,January,27,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971012700001?opendocument
1971,June,24,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971062400001?opendocument
1971,June,30,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971063000001?opendocument
1971,June,23,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971062300001?opendocument
1971,June,17,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971061700001?opendocument
1971,June,16,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971061600001?opendocument
1971,December,02,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971120200001?opendocument
1971,December,01,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971120100001?opendocument
1971,December,09,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971120900001?opendocument
1971,December,21,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971122100001?opendocument
1971,July,13,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971071300001?opendocument
1971,July,01,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971070100001?opendocument
1971,July,15,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971071500001?opendocument
1971,July,07,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971070700001?opendocument
1971,July,22,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971072200001?opendocument
1971,July,08,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971070800001?opendocument
1971,July,21,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971072100001?opendocument
1971,July,20,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971072000001?opendocument
1971,July,14,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971071400001?opendocument
1971,November,11,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971111100001?opendocument
1971,November,03,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971110300001?opendocument
1971,November,17,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971111700001?opendocument
1971,November,10,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971111000001?opendocument
1971,November,18,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971111800001?opendocument
1971,November,24,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1971112400001?opendocument
1972,February,02,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1972020200001?opendocument
1972,February,24,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1972022400001?opendocument
1972,February,23,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1972022300001?opendocument
1972,March,08,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1972030800001?opendocument
1972,March,01,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1972030100001?opendocument
1972,March,15,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1972031500001?opendocument
1972,March,22,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1972032200001?opendocument
1972,May,24,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1972052400001?opendocument
1972,January,11,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1972011100001?opendocument
1972,January,27,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1972012700001?opendocument
1972,January,13,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1972011300001?opendocument
1972,January,12,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1972011200001?opendocument
1972,January,26,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1972012600001?opendocument
1972,June,28,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1972062800001?opendocument
1972,June,07,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1972060700001?opendocument
1972,June,29,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1972062900001?opendocument
1972,April,26,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1972042600001?opendocument
1972,April,27,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1972042700001?opendocument
1972,December,02,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1972120200001?opendocument
1972,December,19,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1972121900001?opendocument
1972,December,13,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1972121300001?opendocument
1972,December,20,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1972122000001?opendocument
1972,July,13,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1972071300001?opendocument
1972,July,12,oireachtasdebates.oireachtas.ie/debates%20authoring/debateswebpack.nsf/takes/seanad1972071200001?opendocument
